label,n,mean_x,mean_y,mean_diff,ci_diff_lower,ci_diff_upper,wilcoxon_p,ttest_p,cohens_d,wilcoxon_p_fdr
classical_vs_vqc_attack_success_eps0.0,8,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0
classical_vs_vqc_attack_success_eps0.02,8,0.00025,0.36850512521765283,-0.3682551252176528,-0.3834149475656281,-0.3530953028696775,0.0078125,1.2717267444897308e-10,-20.308218797857098,0.009114583333333334
classical_vs_vqc_attack_success_eps0.05,8,0.001,0.5838697138536622,-0.5828697138536623,-0.6123877855767823,-0.5533516421305422,0.0078125,5.404111757933892e-10,-16.50823535957173,0.009114583333333334
classical_vs_vqc_attack_success_eps0.1,8,0.0035005010020040003,0.4468566965309165,-0.4433561955289125,-0.4806115560995484,-0.40610083495827654,0.0078125,1.8390760580237873e-08,-9.949039534688271,0.009114583333333334
classical_vs_vqc_attack_success_eps0.15,8,0.005501002004008,0.3611899072003511,-0.3556889051963431,-0.3818872769870425,-0.3294905334056437,0.0078125,7.357358254817243e-09,-11.350452185019984,0.009114583333333334
classical_vs_vqc_attack_success_eps0.2,8,0.009004008016032038,0.3764244113647929,-0.3674204033487608,-0.3935586621054956,-0.341282144592026,0.0078125,5.7769664446562985e-09,-11.75178297422147,0.009114583333333334
classical_vs_vqc_attack_success_eps0.3,8,0.0210135270541082,0.46277173500327656,-0.4417582079491683,-0.46583329364220305,-0.4176831222561336,0.0078125,9.017952934360714e-10,-15.340302786710451,0.009114583333333334
