label,n,mean_x,mean_y,mean_diff,ci_diff_lower,ci_diff_upper,wilcoxon_p,ttest_p,cohens_d,wilcoxon_p_fdr
classical_vs_vqc_pgd_attack_success_eps0.0,8,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0
classical_vs_vqc_pgd_attack_success_eps0.05,8,0.0,0.8150619639225399,-0.8150619639225399,-0.8816603893266075,-0.7484635385184724,0.0078125,1.5139316635110524e-08,-10.231606079717118,0.009765625
classical_vs_vqc_pgd_attack_success_eps0.1,8,0.0,0.9569474455934558,-0.9569474455934558,-0.9883626411418924,-0.9255322500450192,0.0078125,2.6144493306525194e-11,-25.466277431975158,0.009765625
classical_vs_vqc_pgd_attack_success_eps0.2,8,0.0,0.8246328107668925,-0.8246328107668925,-0.8700566875969962,-0.7792089339367889,0.0078125,9.715887057076384e-10,-15.177266463670607,0.009765625
classical_vs_vqc_pgd_attack_success_eps0.3,8,0.007653061224489787,0.6364486550420483,-0.6287955938175585,-0.6779685048247657,-0.5796226828103512,0.0078125,1.115961999325305e-08,-10.690566433681498,0.009765625
