seed,best_val_loss,test_accuracy,test_precision,test_recall,test_f1
42,0.6391457915306091,0.6292286874154263,0.6394874781595806,0.6971428571428572,0.6670716889428918
43,0.6380856037139893,0.61468200270636,0.6260115606936416,0.6876190476190476,0.6553706505295007
44,0.6452550292015076,0.6177266576454669,0.6106414719045251,0.7796825396825396,0.6848856664807585
45,0.6394757032394409,0.6271989174560216,0.6427278213639107,0.6761904761904762,0.6590346534653465
46,0.6504319906234741,0.618064952638701,0.6248600223964166,0.7085714285714285,0.6640880690270753
47,0.6334604024887085,0.628213802435724,0.6252631578947369,0.7542857142857143,0.6837410071942446
48,0.6520324349403381,0.6207713125845737,0.6357655502392344,0.6749206349206349,0.6547582383738836
49,0.649171769618988,0.6407307171853857,0.645655877342419,0.7219047619047619,0.6816546762589928
