seed,noise_type,level,elapsed_s,accuracy,precision,recall,f1
45,none,L0,19.872005224227905,0.6255074424898511,0.640119760479042,0.6787301587301587,0.6588597842835131
45,depolarizing,L1,26.103018760681152,0.6204330175913396,0.6381940207443563,0.6641269841269841,0.6509023024268824
45,depolarizing,L2,26.50485110282898,0.6160351826792964,0.6373283395755306,0.6482539682539683,0.6427447277305635
45,depolarizing,L3,26.353344202041626,0.5916779431664412,0.6451104100946372,0.5193650793650794,0.5754484699261344
45,depolarizing,L4,25.827239274978638,0.5453315290933695,0.6467598475222364,0.32317460317460317,0.43099068585944117
45,phase_damping,L1,24.198896884918213,0.6228010825439784,0.6390568319226119,0.6711111111111111,0.6546918550634871
45,phase_damping,L2,23.825223445892334,0.6177266576454669,0.6364193746167995,0.659047619047619,0.6475358702432938
45,phase_damping,L3,28.34517812728882,0.6052097428958051,0.6345646437994723,0.6107936507936508,0.6224522808152702
45,phase_damping,L4,28.905582189559937,0.5984438430311232,0.6454272863568216,0.5466666666666666,0.5919559986249571
45,readout,L1,26.31864309310913,0.6265223274695535,0.6409335727109515,0.68,0.6598890942698706
45,readout,L2,25.836235761642456,0.6238159675236806,0.6387058118633913,0.6768253968253968,0.657213316892725
45,readout,L3,25.286869525909424,0.6177266576454669,0.6336336336336337,0.6698412698412698,0.6512345679012346
45,readout,L4,25.242838382720947,0.61468200270636,0.6327649208282582,0.6596825396825396,0.6459434255517563
45,combined,L2,32.86821937561035,0.6143437077131259,0.6365348399246704,0.6438095238095238,0.6401515151515151
