seed,noise_type,level,elapsed_s,accuracy,precision,recall,f1
42,none,L0,18.93282961845398,0.6299052774018945,0.6405610753945061,0.6958730158730159,0.6670724284844796
42,depolarizing,L1,27.20473861694336,0.6299052774018945,0.6432400238237046,0.6857142857142857,0.6637984019668101
42,depolarizing,L2,26.398512601852417,0.628552097428958,0.644808743169399,0.6742857142857143,0.659217877094972
42,depolarizing,L3,26.684489965438843,0.6126522327469553,0.6585545722713865,0.566984126984127,0.6093483452746503
42,depolarizing,L4,26.50790309906006,0.5348443843031123,0.6210653753026635,0.32571428571428573,0.4273219491878384
42,phase_damping,L1,24.151215314865112,0.6295669824086604,0.6416765053128689,0.6901587301587302,0.6650351789538085
42,phase_damping,L2,25.224652528762817,0.6305818673883626,0.644871025794841,0.6825396825396826,0.6631708821714991
42,phase_damping,L3,24.2199809551239,0.6234776725304465,0.6492248062015504,0.638095238095238,0.643611911623439
42,phase_damping,L4,24.388026475906372,0.6129905277401895,0.6576444769568398,0.5707936507936507,0.611148878314072
42,readout,L1,24.42587375640869,0.6309201623815968,0.6413551401869159,0.6971428571428572,0.6680864009735321
42,readout,L2,24.534449815750122,0.6271989174560216,0.6388725778038755,0.6907936507936508,0.6638194020744357
42,readout,L3,24.31972336769104,0.6299052774018945,0.6412213740458015,0.6933333333333334,0.6662599145820622
42,readout,L4,24.470794916152954,0.6302435723951285,0.6448317307692307,0.6812698412698412,0.6625501698054955
42,combined,L2,31.98958945274353,0.6231393775372125,0.6413243408951563,0.6641269841269841,0.6525265127885215
