seed,noise_type,level,elapsed_s,accuracy,precision,recall,f1
49,none,L0,19.327489614486694,0.6380243572395129,0.6446991404011462,0.7142857142857143,0.677710843373494
49,depolarizing,L1,26.285099029541016,0.6346414073071719,0.6419965576592083,0.7104761904761905,0.674502712477396
49,depolarizing,L2,27.793615102767944,0.6326116373477673,0.6410848240046163,0.7053968253968254,0.6717049576783555
49,depolarizing,L3,26.663949728012085,0.6156968876860622,0.6345800122624157,0.6571428571428571,0.6456643792888335
49,depolarizing,L4,27.39427161216736,0.5632611637347767,0.5997191011235955,0.5422222222222223,0.5695231743914638
49,phase_damping,L1,23.64861273765564,0.6359945872801083,0.6428162564396107,0.713015873015873,0.6760987357013847
49,phase_damping,L2,25.451584339141846,0.6339648173207036,0.6415852958070075,0.7092063492063492,0.6737032569360676
49,phase_damping,L3,27.071062088012695,0.6326116373477673,0.6425655976676384,0.6996825396825397,0.6699088145896657
49,phase_damping,L4,25.283615589141846,0.6244925575101489,0.6409945421467557,0.6711111111111111,0.6557071960297767
49,readout,L1,24.161393404006958,0.6400541271989174,0.6459166190748143,0.7180952380952381,0.6800962116656645
49,readout,L2,24.332467079162598,0.6400541271989174,0.6455840455840456,0.7193650793650793,0.6804804804804805
49,readout,L3,23.9470157623291,0.638700947225981,0.6441159749857874,0.7193650793650793,0.6796640671865627
49,readout,L4,24.104306936264038,0.6380243572395129,0.6428975664968873,0.7212698412698413,0.6798324356672651
49,combined,L2,30.453803539276123,0.6363328822733424,0.6446759259259259,0.7073015873015873,0.6745382985165002
