seed,noise_type,level,elapsed_s,accuracy,precision,recall,f1
47,none,L0,19.539976119995117,0.6288903924221921,0.6264550264550265,0.7517460317460317,0.6834054834054835
47,depolarizing,L1,26.782490015029907,0.6278755074424899,0.6253298153034301,0.7523809523809524,0.6829971181556196
47,depolarizing,L2,26.247817993164062,0.6288903924221921,0.6259220231822972,0.7542857142857143,0.6841347538151454
47,depolarizing,L3,27.046311140060425,0.6207713125845737,0.6202330508474576,0.7434920634920635,0.6762922321686399
47,depolarizing,L4,25.725492477416992,0.5686738836265224,0.5877192982456141,0.638095238095238,0.6118721461187214
47,phase_damping,L1,23.932665586471558,0.628213802435724,0.6257928118393234,0.7517460317460317,0.6830112489183733
47,phase_damping,L2,24.757874965667725,0.628213802435724,0.6252631578947369,0.7542857142857143,0.6837410071942446
47,phase_damping,L3,24.576826095581055,0.6336265223274695,0.6286610878661087,0.7631746031746032,0.6894178376828219
47,phase_damping,L4,23.961835861206055,0.6224627875507442,0.6225306994127069,0.7403174603174603,0.6763341067285383
47,readout,L1,25.130110025405884,0.6275372124492558,0.625,0.7523809523809524,0.682800345721694
47,readout,L2,24.28445816040039,0.6295669824086604,0.6263157894736842,0.7555555555555555,0.6848920863309352
47,readout,L3,24.6916925907135,0.6275372124492558,0.6251319957761352,0.7517460317460317,0.6826174690112424
47,readout,L4,24.268592596054077,0.6271989174560216,0.6250661025912215,0.7504761904761905,0.6820542412002308
47,combined,L2,30.632453680038452,0.6275372124492558,0.6242138364779874,0.7561904761904762,0.6838931955211025
