seed,epsilon,noise_type,level,attack_success_rate,robustness_accuracy,accuracy,precision,recall,f1
48,0.0,none,L0,0.03164556962025317,0.622,0.622,0.6360424028268551,0.6766917293233082,0.6557377049180327
48,0.0,depolarizing,L1,0.03481012658227848,0.626,0.626,0.6395759717314488,0.6804511278195489,0.6593806921675774
48,0.0,depolarizing,L2,0.04113924050632911,0.624,0.624,0.6382978723404256,0.6766917293233082,0.656934306569343
48,0.0,depolarizing,L3,0.18037974683544303,0.584,0.584,0.616,0.5789473684210527,0.5968992248062015
48,0.0,depolarizing,L4,0.33860759493670883,0.542,0.542,0.5868544600938967,0.4699248120300752,0.5219206680584552
48,0.0,phase_damping,L1,0.03481012658227848,0.624,0.624,0.6373239436619719,0.6804511278195489,0.6581818181818182
48,0.0,phase_damping,L2,0.0379746835443038,0.626,0.626,0.6395759717314488,0.6804511278195489,0.6593806921675774
48,0.0,phase_damping,L3,0.08860759493670886,0.616,0.616,0.6360294117647058,0.650375939849624,0.6431226765799256
48,0.0,phase_damping,L4,0.1518987341772152,0.6,0.6,0.627906976744186,0.6090225563909775,0.6183206106870229
48,0.0,readout,L1,0.03164556962025317,0.626,0.626,0.6405693950177936,0.6766917293233082,0.6581352833638026
48,0.0,readout,L2,0.03164556962025317,0.624,0.624,0.6373239436619719,0.6804511278195489,0.6581818181818182
48,0.0,readout,L3,0.028481012658227847,0.626,0.626,0.6385964912280702,0.6842105263157895,0.6606170598911071
48,0.0,readout,L4,0.04430379746835443,0.622,0.622,0.6370106761565836,0.6729323308270677,0.6544789762340036
48,0.0,combined,L2,0.04113924050632911,0.628,0.628,0.6438848920863309,0.6729323308270677,0.6580882352941176
48,0.02,none,L0,0.3860759493670886,0.598,0.598,0.6294820717131474,0.5939849624060151,0.6112185686653772
48,0.02,depolarizing,L1,0.38924050632911394,0.59,0.59,0.6234817813765182,0.5789473684210527,0.6003898635477583
48,0.02,depolarizing,L2,0.379746835443038,0.598,0.598,0.6326530612244898,0.5827067669172933,0.6066536203522505
48,0.02,depolarizing,L3,0.4208860759493671,0.554,0.554,0.5981735159817352,0.4924812030075188,0.5402061855670103
48,0.02,depolarizing,L4,0.47468354430379744,0.5,0.5,0.5408163265306123,0.39849624060150374,0.4588744588744589
48,0.02,phase_damping,L1,0.3860759493670886,0.596,0.596,0.6290322580645161,0.5864661654135338,0.6070038910505836
48,0.02,phase_damping,L2,0.3860759493670886,0.592,0.592,0.625,0.5827067669172933,0.603112840466926
48,0.02,phase_damping,L3,0.379746835443038,0.586,0.586,0.6244725738396625,0.556390977443609,0.588469184890656
48,0.02,phase_damping,L4,0.41455696202531644,0.568,0.568,0.6106194690265486,0.518796992481203,0.5609756097560976
48,0.02,readout,L1,0.39556962025316456,0.592,0.592,0.624,0.5864661654135338,0.6046511627906976
48,0.02,readout,L2,0.379746835443038,0.602,0.602,0.6334661354581673,0.5977443609022557,0.6150870406189555
48,0.02,readout,L3,0.379746835443038,0.596,0.596,0.626984126984127,0.5939849624060151,0.61003861003861
48,0.02,readout,L4,0.37658227848101267,0.592,0.592,0.62109375,0.5977443609022557,0.6091954022988506
48,0.02,combined,L2,0.39556962025316456,0.59,0.59,0.6234817813765182,0.5789473684210527,0.6003898635477583
48,0.05,none,L0,0.6107594936708861,0.526,0.526,0.5606694560669456,0.5037593984962406,0.5306930693069307
48,0.05,depolarizing,L1,0.6107594936708861,0.524,0.524,0.5588235294117647,0.5,0.5277777777777778
48,0.05,depolarizing,L2,0.6075949367088608,0.522,0.522,0.5569620253164557,0.49624060150375937,0.5248508946322068
48,0.05,depolarizing,L3,0.6044303797468354,0.506,0.506,0.5441860465116279,0.4398496240601504,0.4864864864864865
48,0.05,depolarizing,L4,0.5284810126582279,0.514,0.514,0.5560975609756098,0.42857142857142855,0.4840764331210191
48,0.05,phase_damping,L1,0.6075949367088608,0.528,0.528,0.5630252100840336,0.5037593984962406,0.5317460317460317
48,0.05,phase_damping,L2,0.6075949367088608,0.528,0.528,0.5635593220338984,0.5,0.5298804780876494
48,0.05,phase_damping,L3,0.6139240506329114,0.512,0.512,0.5474137931034483,0.4774436090225564,0.5100401606425703
48,0.05,phase_damping,L4,0.5981012658227848,0.506,0.506,0.5454545454545454,0.42857142857142855,0.48
48,0.05,readout,L1,0.6044303797468354,0.53,0.53,0.5648535564853556,0.5075187969924813,0.5346534653465347
48,0.05,readout,L2,0.6075949367088608,0.526,0.526,0.5617021276595745,0.49624060150375937,0.5269461077844312
48,0.05,readout,L3,0.6075949367088608,0.53,0.53,0.5654008438818565,0.5037593984962406,0.532803180914513
48,0.05,readout,L4,0.5917721518987342,0.542,0.542,0.5787234042553191,0.5112781954887218,0.5429141716566867
48,0.05,combined,L2,0.6139240506329114,0.516,0.516,0.5517241379310345,0.48120300751879697,0.5140562248995983
48,0.1,none,L0,0.4240506329113924,0.596,0.596,0.6230769230769231,0.6090225563909775,0.6159695817490495
48,0.1,depolarizing,L1,0.4240506329113924,0.596,0.596,0.624031007751938,0.6052631578947368,0.6145038167938931
48,0.1,depolarizing,L2,0.43037974683544306,0.592,0.592,0.623015873015873,0.5902255639097744,0.6061776061776062
48,0.1,depolarizing,L3,0.47468354430379744,0.558,0.558,0.5957446808510638,0.5263157894736842,0.5588822355289421
