seed,n_params,test_loss,accuracy,precision,recall,f1
42,49,0.003502597129624589,0.9986468200270636,0.9987301587301587,0.9987301587301587,0.9987301587301587
43,49,0.0032546780200953802,0.9983085250338295,0.9974651457541192,0.9993650793650793,0.9984142086901364
44,49,0.004048109942173184,0.9989851150202977,0.998730964467005,0.9993650793650793,0.999047921294827
45,49,0.0028732938149516095,0.9986468200270636,0.9980976537729866,0.9993650793650793,0.998730964467005
46,49,0.004020918284653761,0.9986468200270636,0.9987301587301587,0.9987301587301587,0.9987301587301587
47,49,0.0038567342049444123,0.9986468200270636,0.9987301587301587,0.9987301587301587,0.9987301587301587
48,49,0.007804829440522606,0.9962787550744249,0.9987244897959183,0.9942857142857143,0.9965001590836781
49,49,0.004542062712463245,0.9979702300405954,0.9987285441830897,0.9974603174603175,0.9980940279542567
